doc_idx,filename,category,snippet_text
23,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Agreement Date,"['20t h day of November, 2018']"
23,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Effective Date,"['20t h day of November, 2018']"
23,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Expiration Date,"['The term of this Agreement shall commence as of the Effective Date and shall continue until terminated as hereinafter provided (the ""Term"").']"
24,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,Parties,"[""Mitchell's Web Advance, PLC"", 'Client', 'FreeCook', 'Company']"
24,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,Agreement Date,"['January 11, 2018']"
24,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,Expiration Date,"['Terms of the project: 12 weeks from February 8, 2018 to May 3, 2018']"
25,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,Parties,"['each individually referred to as ""Party"" and together as ""Parties"".', 'Elephant Talk Communication Holding AG', 'T-Mobile', 'T-Mobile Netherlands B.V.', 'ELEPHANT TALK']"
25,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,Agreement Date,['18/9/2008']
25,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,Effective Date,"['This Agreement shall come into force on the Date of the Agreement, and shall, subject to article 18, remain in full force and effect for an initial period of *** from the Commercial Launch Date.']"
25,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,Expiration Date,"['This Agreement shall come into force on the Date of the Agreement, and shall, subject to article 18, remain in full force and effect for an initial period of *** from the Commercial Launch Date.']"
25,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,Renewal Term,"['At the end of *** Parties will negotiate in good faith regarding a possible extension of the Initial Term.', 'Parties can mutually agree in writing to deviate from an automatic extension of *** by extending this Agreement for a longer period than ***.', 'If no termination notice is provided, the Agreement will be automatically extended for consecutive *** periods until such time as *** termination notice is provided.']"
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Parties,"['VITALIBIS INC', '-Licensee""', 'VOTOCAST, Inc.', '""VOTOCAST']"
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Agreement Date,['3-14-18']
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Effective Date,['The Effective Date of this Agreement shall be the later of the dates shown by the signatures below.']
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Expiration Date,"['This Agreement shall commence as of the Effective Date and shall continue in effect for one (I) year, unless earlier terminated as expressly provided in Sections 1.3. 10.1. or 10.2 of this Agreement (the *Initial Term"")']"
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Renewal Term,"['This Agreement shall automatically renew beyond the Initial Term for successive one (I) year terms (each, a ""Renewal Term""), unless a Party provides the other with written notice of termination at least one hundred eighty (180) days prior to the expiration of the Initial Term or the then-current Renewal Term.']"
26,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,Notice Period To Terminate Renewal,"['This Agreement shall automatically renew beyond the Initial Term for successive one (I) year terms (each, a ""Renewal Term""), unless a Party provides the other with written notice of termination at least one hundred eighty (180) days prior to the expiration of the Initial Term or the then-current Renewal Term.']"
27,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,Parties,"['IBM', 'The Quantum Group Inc.', 'Customer', 'International Business Machines Corporation']"
27,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,Effective Date,"['This Agreement will be effective beginning on 12:01 a.m., Eastern Time, on the day after the date of last signature to these Base Terms (""Effective Date"").']"
27,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,Expiration Date,"['This Agreement will remain in effect for Thirty-six (36)<omitted>months following the Hosting Service Ready Date (""Term""), unless terminated earlier in accordance with the terms herein.']"
28,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,Parties,"['CERENCE INC.', 'SpinCo', 'Nuance', 'NUANCE COMMUNICATIONS, INC.']"
28,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,Agreement Date,"['September 30, 2019']"
28,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,Effective Date,"['This Agreement may be executed in one or more counterparts, all of which counterparts shall be considered one and the same agreement, and shall become effective when one or more counterparts have been signed by each Party and delivered to the other Party.']"
29,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,Parties,"['HONEYWELL INTERNATIONAL INC.', 'GARRETT MOTION INC.', 'SpinCo', 'Honeywell']"
29,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,Agreement Date,"['September 27, 2018']"
29,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf,Effective Date,"['This Agreement may be executed in one or more counterparts, all of which counterparts shall be considered one and the same agreement, and shall become effective when one or more counterparts have been signed by each Party and delivered to the other Party.']"
30,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,Parties,"['Investor', 'Company', 'Synchron', 'Rare Element Resources Ltd.']"
30,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,Agreement Date,"['October 2, 2017']"
30,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,Effective Date,"['""Effective Date"" has the meaning of the ""Closing Date"" set forth in the Investment Agreement.']"
30,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,Expiration Date,"['Unless earlier terminated in accordance with the terms of this Article XVI, this IP Agreement and the licenses granted herein will continue in effect from the Effective Date until the expiration of the last to expire of the Patents and any additional period of time thereafter that any of the Patents remain enforceable such as in the United States where a party can sue for infringement after a patent expires and seek damages for any infringement of the patent during the six years immediately preceding the filing of a suit for infringement.']"
31,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,Parties,"['University', 'ArTara', 'ArTara, Inc.', 'The University of Iowa']"
31,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,Agreement Date,"['November 28, 2018']"
31,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,Effective Date,"['November 28, 2018']"
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Parties,"['PFHOF', 'HOFV', 'Village Media Company', 'NATIONAL FOOTBALL MUSEUM, INC.', 'doing business as Pro Football Hall of Fame', 'HOF Village, LLC', 'HOF Village Media Group, LLC']"
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Agreement Date,['the date of the Closing']
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Effective Date,['the date of the Closing']
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Expiration Date,"['Unless otherwise terminated as provided herein, the term of this Agreement shall commence on the Effective Date and shall terminate on December 31, 2034 (such period, including as may be extended in accordance with the subsequent sentence, the ""Term"").']"
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Renewal Term,"['If either party elects not to renew the Agreement and the other party wishes to continue the Agreement, the Parties shall attempt in good faith to negotiate an amendment to the Agreement to renew the Term on such terms as may be negotiated by the Parties.', 'Thereafter, the agreement shall automatically renew for successive five (5)-year terms, unless either Party gives written notice to the other Party of intent not to renew at least six (6) months prior to the expiration of the then-current Term.']"
32,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,Notice Period To Terminate Renewal,"['Thereafter, the agreement shall automatically renew for successive five (5)-year terms, unless either Party gives written notice to the other Party of intent not to renew at least six (6) months prior to the expiration of the then-current Term.']"
33,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,Parties,"['Vyera', 'CytoDyn Inc.', 'Vyera Pharmaceuticals, LLC', 'CytoDyn', 'CytoDyn and Vyera are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties.""']"
33,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,Agreement Date,"['December 17, 2019']"
33,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,Effective Date,"['December 17, 2019']"
33,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,Expiration Date,"['The term of this Agreement (""Term"") shall commence upon the Effective Date and, unless earlier terminated pursuant to this Article 11, shall expire on the last day of the Royalty Term.']"
34,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,Parties,"['Virtuoso Surgical, Inc.', 'The Johns Hopkins University', 'Company', 'JHU']"
34,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,Agreement Date,"['May 3, 2016']"
34,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,Effective Date,"['""EFFECTIVE DATE"" of this Agreement shall mean the date the last party hereto has executed this Agreement.<omitted>5/11/2016']"
34,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,Expiration Date,"['This term of this Agreement shall commence on the EFFECTIVE DATE and shall continue, in each country, until the date of expiration of the last to expire patent within PATENT RIGHT(S) in that country.']"
35,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,Parties,"['AT&T Mobility LLC', 'Commnet Wireless, LLC', 'each of which may be referred to in the singular as a ""Party"" or in the plural as the ""Parties.""', 'Vendor', 'AT&T']"
35,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,Agreement Date,"['31  day of July, 2019']"
35,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,Effective Date,"['31  day of July, 2019']"
35,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,Expiration Date,"['The ""Term"" of this Agreement shall commence on the Effective Date and shall continue in full force and effect until the expiration or earlier termination of the last Addendum to expire or be terminated, at which time this Agreement will expire, unless this Agreement is sooner terminated in accordance with the terms and provisions of this Agreement.']"
36,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,Parties,"['Owner', 'DIAMOND STATE GENERATION PARTNERS, LLC', 'BE', 'BLOOM ENERGY CORPORATION', 'Operator']"
36,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,Agreement Date,"['April 13, 2012']"
36,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,Effective Date,"['The term of this Agreement (the ""Term"") (a) shall commence on the first day of the Warranty Period for the first Bloom System to achieve Commencement of Operation and (b) shall, unless terminated earlier under Section 4.1 of this Agreement or unless extended by mutual agreement of the Parties, terminate on the date that is the last day of the Warranty Period for the last Bloom System to achieve Commencement of Operation.']"
36,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,Expiration Date,"['The term of this Agreement (the ""Term"") (a) shall commence on the first day of the Warranty Period for the first Bloom System to achieve Commencement of Operation and (b) shall, unless terminated earlier under Section 4.1 of this Agreement or unless extended by mutual agreement of the Parties, terminate on the date that is the last day of the Warranty Period for the last Bloom System to achieve Commencement of Operation.']"
37,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.pdf,Parties,"['LEADER', 'EZJR', 'Leader Act Ltd', 'EZJR, Inc.']"
37,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.pdf,Agreement Date,"['October 13, 2016']"
37,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.pdf,Expiration Date,"['Subject to all other terms and conditions set forth herein, as of the date of this agreement, LEADER maintain the software for an additional five years.']"
